feature_name,0,2,4
Fan1 speed,0.21409935063347366,1.8555004049069157,1.7414110527344417
Fan4 speed,0.00010377885112004522,1.1544900079819274,2.960552560701484
Fan3 speed,0.008524196439653303,3.659848466347058,1.0162102733620302
Fan2 speed,4.147721653406899,2.763197013332988,21.214897757360035
Inlet Temp,4.516483845137039,33.44223443930903,58.54946927123954
CPU1 Temp,6.346026858164365,54.73376372759536,83.07183624856901
CPU2 Temp,2.926128094184011,147.49758297372358,9.264739611024492
Power consumption,111.34407185122534,125.45276450578525,31.759859794360505
Memory usage,85.58459259524453,306.401006474236,538.3177271321629
