feature_name,0,2,3,4,6
Fan1 speed,0.004163210388322327,0.20191063669772638,0.11112587298126216,1.2298916162363622,0.0002785369628310396
Fan3 speed,2.4174640510942904,1.571902146438891,0.13175809723118517,1.8016037532698355,0.36952389597710084
Fan2 speed,1.5283535719522674,16.664011152028994,0.7340035965543945,0.0,0.005030539505865537
Fan4 speed,1.0386589771323944,13.918929249858138,0.9550983868790337,8.056277959680191,11.592767463129908
Inlet Temp,5.117816807918531,0.0,0.3003903142650708,1.5288154621663625,50.973502155865816
CPU2 Temp,9.172659282959309,0.758726698258344,52.37437100989825,54.37838160038635,9.2060324861851
Power consumption,36.690827305901045,31.66434755160996,30.615260561156674,68.47808228508474,51.051661206195
Memory usage,254.22474108234215,37.71914261580896,34.13841444492242,128.2245684501292,122.88900199868787
CPU1 Temp,54.82305409929243,65.62121293012697,417.712849038741,139.9163482726317,39.58270741990312
