feature_name,0,2,3,6
Fan4 speed,1.3482253480767046,1.4469669114998098,0.01617017787259297,0.008542779582361291
CPU2 Temp,0.10184895954201716,3.749477223930802,0.7636134211090694,2.9629945177997334
Fan2 speed,1.894370153244051,5.117561743137701,1.4937611163506122,3.811916147374408
Fan3 speed,0.0,0.5386761357497356,1.7217319642686306,12.207565269309908
Fan1 speed,2.225006343934754,11.965415796682192,2.943683413785831,0.25986450223299423
CPU1 Temp,21.111100894969873,6.489889913414458,8.237451160161607,0.23779553201003978
Inlet Temp,52.02546753937114,0.0,3.6368911457127653,0.0
Power consumption,35.93441727038361,7.430569845814305,135.47758187145067,15.404954396488325
Memory usage,121.59870451725813,15.704314081198921,71.73545922889427,17.927054831321083
