feature_name,0,2,3
Fan1 speed,0.006047495923924442,0.0,0.00480550935229258
Fan2 speed,0.11505289611268833,0.20392313271250037,0.04181790151471617
Inlet Temp,0.0,0.013538019144799615,0.4323942613811447
Fan4 speed,0.6177568650175519,0.0,0.4762222923392021
CPU2 Temp,0.0036337536762763886,0.11760398733667454,6.816377611307635
Fan3 speed,3.93152023363577,1.9626475592660326,18.365638726629985
CPU1 Temp,15.652815937855538,15.672165188513985,41.20724542880854
Power consumption,46.58610975418916,13.602557429230716,14.381021417011913
Memory usage,193.61420806371726,32.910698790121614,209.603909357524
