feature_name,0,2,3
Fan3 speed,5.317163965396635,0.0,0.019066592232223203
Inlet Temp,4.214638269157138,0.0,2.016857072003749
Power consumption,4.072338560010972,0.21602288749969573,4.119347686923364
Fan1 speed,12.979814247578782,0.0,0.5205257682047592
Fan4 speed,3.30744055898125,4.367676582533913,5.889217866374291
CPU1 Temp,3.553021992137589,10.69202813988597,7.648051254999505
Fan2 speed,3.824852768872448,17.182023223829827,1.6631467308561505
CPU2 Temp,76.38188418629953,2.5893791793653436,82.28725985401879
Memory usage,240.9996704710841,30.10770815079094,278.7785476335526
