feature_name,0,2
Fan2 speed,9.30498266285551e-09,9.30498266285551e-09
Power consumption,1.7450797655874095e-08,1.7450797655874095e-08
Fan3 speed,4.107821407160761e-08,4.107821407160761e-08
Fan4 speed,1.1688264896554603e-05,1.1688264896554603e-05
Inlet Temp,9.873747684789515e-05,9.873747684789515e-05
Memory usage,0.0002109450499112207,0.0002109450499112207
Fan1 speed,0.06210086637714533,0.06210086637714533
CPU2 Temp,0.3923886674409883,0.3923886674409883
CPU1 Temp,1.4811346510896142,1.4811346510896142
