feature_name,0,2,3
Fan1 speed,0.0,0.0,0.0
Fan3 speed,1.2073377237201144e-14,0.0,9.447304050169691e-15
Fan2 speed,5.343609669333782e-14,0.0,5.4894890716417066e-14
Fan4 speed,0.00011705779652938439,0.008931656862088012,6.063603594523483e-08
CPU1 Temp,3.7726714114264532,5.811349644295678,6.88889955476594
Power consumption,29.646636405989078,12.955446400752317,37.38571648869147
Inlet Temp,138.26659982976625,24.26815901671269,8.210649773791878e-09
Memory usage,112.34518235970195,29.899973881072928,178.26711739037395
CPU2 Temp,313.5901167770238,1.4584048359572057,420.70011332183765
