feature_name,0,2
Fan3 speed,4.336808689942018e-19,4.336808689942018e-19
Fan4 speed,2.414536184706939e-09,2.414536184706939e-09
Fan2 speed,6.167915925399392e-08,6.167915925399392e-08
Fan1 speed,1.4082972876750845e-05,1.4082972876750845e-05
Inlet Temp,1.995130641164642e-05,1.995130641164642e-05
Power consumption,0.0006297249869201991,0.0006297249869201991
Memory usage,0.06849158487902088,0.06849158487902088
CPU2 Temp,0.4391647642358146,0.4391647642358146
CPU1 Temp,1.6646605233836524,1.6646605233836524
