feature_name,0,2,3
Fan2 speed,0.0,0.0,0.02001166561569503
CPU1 Temp,6.759729494903999e-16,6.127504103073389e-16,0.4720718466234026
Fan4 speed,0.0,0.0,0.7756914157759298
Fan3 speed,1.9928789221250156,3.165407478458666,0.0
Inlet Temp,0.0,0.0,8.433883294849487
Memory usage,1.6060422216806276,0.003279247125879452,12.1134427648087
Power consumption,5.121431591791175,0.055174343221281875,11.536954175859846
Fan1 speed,14.63606702686849,18.258284086432052,0.020198349486635472
CPU2 Temp,69.70199676577788,62.204656759570256,16.06773671267813
