feature_name,0,2,3,4
Inlet Temp,0.0,0.0010306675710859375,0.08621152770070321,0.0020193872402096674
Fan4 speed,0.44249252146361145,0.035676584614531534,0.0035043254551449126,0.9338232638919295
Fan1 speed,7.080165150667408,0.8204470334279611,0.42750138164448487,4.901175590740192
Fan3 speed,1.355912135119767,0.2921099286397868,1.709349615900894,15.652491998348655
Fan2 speed,29.888246060922402,40.46498644156196,0.0012835465124005786,0.006328819005750415
Memory usage,57.7085280466776,3.7321511422638185,1.5686211207262943,27.29779887431385
Power consumption,21.74867503985847,15.851253293625717,62.69236628515069,12.647118192556393
CPU2 Temp,0.0,0.000831551490043869,232.15575708085873,5.892345714735925e-05
CPU1 Temp,221.63990784644355,17.40095263728153,6.9249715446981295,25.66015980656303
