feature_name,0,2
Fan4 speed,7.194765616613807e-16,7.194765616613807e-16
Fan3 speed,2.267283583101687e-15,2.267283583101687e-15
Fan1 speed,3.896785238238776e-15,3.896785238238776e-15
Fan2 speed,5.988102808746065e-15,5.988102808746065e-15
Inlet Temp,6.428885201970047e-15,6.428885201970047e-15
Memory usage,0.0018642801523121597,0.0018642801523121597
Power consumption,0.05937139410713184,0.05937139410713184
CPU2 Temp,0.3923772836060394,0.3923772836060394
CPU1 Temp,1.4793159069699373,1.4793159069699373
