feature_name,0,2,3
Fan4 speed,12.10315586593857,0.007936835218980866,0.6919349717681623
Fan3 speed,3.6296051771503133,0.1530674061594258,10.404775378441416
Inlet Temp,0.0,16.68290972769499,0.0
Fan2 speed,25.135323195451434,46.77745973031868,0.23760123597245927
Fan1 speed,68.32939224573678,8.230214201577688,12.538549953813995
CPU1 Temp,53.960968425185214,17.068843936662844,52.20185416721978
CPU2 Temp,46.61256429582889,2.6667646563144185,88.7916552522592
Memory usage,90.89039762660164,83.38036518424893,6.734835048692345
Power consumption,41.84067168627219,18.470112729680846,120.7711233517392
