feature_name,0,2,4,6
Inlet Temp,0.027078921908176054,0.0,0.1534489599841186,0.00035762374441316246
Fan4 speed,0.05174440922838673,0.12347035089670162,0.0011020424329933934,0.028414870749727317
Fan2 speed,0.07254060473889416,0.009521106015562815,0.0,0.37144485615219136
Memory usage,0.02092548602998098,0.053282769744113695,0.21148917267668632,0.4071640801277573
Fan1 speed,0.1635724270855296,0.00198553102378374,0.3593261089303578,0.5160063428636278
Fan3 speed,0.02911684536636639,0.10354663406147648,0.061319518272731036,1.3875257047305034
CPU2 Temp,0.5379807023085986,1.0453546339136843,0.11434875949826835,6.132194598957216e-06
CPU1 Temp,0.0708694565147387,1.8190496982909266,0.0059347556338255995,0.5340602244076657
Power consumption,2.556310700238291,0.40351360451330087,0.0059768213678999815,1.0254491819639173e-05
