feature_name,0,2,3,5
Fan3 speed,0.47301299768078825,0.012667696579777652,0.4917981369141046,2.408778644831213
Inlet Temp,0.0,8.178183921909962,0.1857850547939109,0.0
Fan1 speed,0.44016646153838,3.353480854049177,1.2012925223546747,5.242153869252621
Fan4 speed,5.970307398650708,0.0,0.6340147814063581,6.560077772076542
Fan2 speed,1.9539925233402755e-14,0.0,0.6971254508527417,16.034574638005367
CPU2 Temp,0.024335686031779047,0.24949804629528818,9.445801296099448,11.32305112854429
CPU1 Temp,0.0,0.8934367387317053,4.854845416045001,52.26129992204897
Memory usage,11.620060911901138,15.628104100763792,26.578385560362126,17.034885663092684
Power consumption,58.1483595213953,13.226599601666031,62.40120045206007,10.431609700413434
