feature_name,0,2
Inlet Temp,3.903127820947816e-18,3.903127820947816e-18
Fan2 speed,3.6127516271341814e-06,3.6127516271341814e-06
Power consumption,2.7450329628273505e-05,2.7450329628273505e-05
Fan1 speed,6.664610991116942e-05,6.664610991116942e-05
Fan4 speed,0.00032899630196889565,0.00032899630196889565
Fan3 speed,0.006823532121667354,0.006823532121667354
Memory usage,0.06470788110653136,0.06470788110653136
CPU2 Temp,0.45752353382109984,0.45752353382109984
CPU1 Temp,1.9949491090697706,1.9949491090697706
