feature_name,0,2
Inlet Temp,1.5190106117390911e-13,1.5190106117390911e-13
Fan3 speed,1.636547342954986e-13,1.636547342954986e-13
Power consumption,2.0289369143111635e-13,2.0289369143111635e-13
Fan4 speed,2.5739387834664007e-13,2.5739387834664007e-13
Fan2 speed,6.399720163530187e-13,6.399720163530187e-13
Fan1 speed,7.901305477953091e-13,7.901305477953091e-13
Memory usage,7.102293047370404,7.102293047370404
CPU2 Temp,48.525201717821446,48.525201717821446
CPU1 Temp,186.1515009798645,186.1515009798645
