feature_name,0,2,3
Inlet Temp,2.6366201127235556,0.23875189843496003,0.00017850409828462665
Fan4 speed,3.5910812780832595,17.694015125931955,0.0010864595904811047
Fan3 speed,46.82100677032456,0.56558616840241,1.8756697583999227e-16
Fan2 speed,46.389954291215794,7.017409503485314,6.0642253020607145e-06
Power consumption,15.403830820633981,21.845413447727786,30.740757300551067
Fan1 speed,45.77636015541105,22.436245089551118,0.005447665407068268
Memory usage,115.89956481433646,24.455231731599795,12.087858494457269
CPU2 Temp,82.77816916056894,30.600409277553688,127.7413500473372
CPU1 Temp,275.5538050343486,22.129333769932277,491.4021954385505
