feature_name,0,2
Fan3 speed,1.1384401489176674e-06,1.1384401489176674e-06
Fan4 speed,3.8213534229794566e-06,3.8213534229794566e-06
Fan1 speed,3.9914944009915646e-06,3.9914944009915646e-06
Fan2 speed,1.3236980642865326e-05,1.3236980642865326e-05
Inlet Temp,0.00802156860943077,0.00802156860943077
Memory usage,0.07803309619691727,0.07803309619691727
CPU2 Temp,0.30364635175771776,0.30364635175771776
CPU1 Temp,0.6672332345611771,0.6672332345611771
Power consumption,3.739564495004764,3.739564495004764
