feature_name,0,3
Inlet Temp,1.2520864284618072e-09,1.2520864284618072e-09
Fan3 speed,2.053007421336673e-06,2.053007421336673e-06
Fan4 speed,1.5913126150834348e-05,1.5913126150834348e-05
Power consumption,3.2793210185658086e-05,3.2793210185658086e-05
Fan2 speed,0.00026555994055501827,0.00026555994055501827
Fan1 speed,0.0003007222319026204,0.0003007222319026204
CPU2 Temp,0.10581400331143531,0.10581400331143531
Memory usage,0.6206932263080026,0.6206932263080026
CPU1 Temp,2.4019562871435354,2.4019562871435354
