feature_name,0,2,3
Inlet Temp,0.4519641129567291,26.44726092595914,0.0
Fan3 speed,13.19485384720234,2.876176478728751,11.51852729869045
Fan4 speed,23.12760262342178,7.796512199502542,1.376861675659396
CPU2 Temp,10.850077278892899,1.0874845203049421,20.591234857057675
Fan2 speed,37.90521085993915,0.07665368126537382,0.0027764416204025364
Fan1 speed,8.285059586536386,0.15239174470451894,43.03911370600891
Power consumption,23.9115983487225,43.28123613316693,42.6060710843664
Memory usage,76.46173193077428,2.818053126142134,45.29079695739603
CPU1 Temp,9.740222462428717,31.036960726721894,87.80956363420268
