feature_name,0,2,4
Fan1 speed,0.0,0.0,3.24204137824844
Inlet Temp,2.7771376183779544,0.4743753950163295,0.0
Fan4 speed,0.0,0.0,11.817875323110343
Fan3 speed,0.0027419341396253444,0.6896454571239352,12.816957610134676
CPU1 Temp,5.777504996240433,7.836093092528672,0.49420941730580115
Fan2 speed,0.00014741892549696654,1.302174796571486e-06,29.14635349114844
Memory usage,24.675762081765804,2.403414333135321,30.47969551858981
CPU2 Temp,44.26034862374198,39.20578936282094,0.6830314819545348
Power consumption,183.68211584768676,191.51860944192086,16.57173114217147
